company_name,website,email,vertical,city,state
Fig Shop,https://www.figshop.com,info@figshop.com,Retail,Reno,NV
Wild Shop,https://www.wildshop.com,contact@wildshop.com,Retail,Denver,CO
Earthy Market,https://www.earthymarket.com,contact@earthymarket.com,Retail,Glendale,CA
Ivy Co,https://www.ivyco.com,info@ivyco.com,Retail,Los Angeles,CA
Root Place,https://www.rootplace.com,info@rootplace.com,Retail,Columbus,GA
Organic Society,https://www.organicsociety.com,contact@organicsociety.com,Retail,Durham,NC
Geo Wares,https://www.geowares.com,info@geowares.com,Retail,St. Paul,MN
Teal Box,https://www.tealbox.com,hello@tealbox.com,Retail,Baltimore,MD
Premium Market,https://www.premiummarket.com,contact@premiummarket.com,Retail,Birmingham,AL
Willow House,https://www.willowhouse.com,support@willowhouse.com,Retail,Chandler,AZ
Teal Brand,https://www.tealbrand.com,hello@tealbrand.com,Retail,El Paso,TX
Essential Box,https://www.essentialbox.com,contact@essentialbox.com,Retail,Las Vegas,NV
Ember Club,https://www.emberclub.com,sales@emberclub.com,Retail,Durham,NC
Zen Works,https://www.zenworks.com,info@zenworks.com,Retail,Montgomery,AL
Ember Labs,https://www.emberlabs.com,contact@emberlabs.com,Retail,Spokane,WA
Golden Studio,https://www.goldenstudio.com,hi@goldenstudio.com,Retail,St. Louis,MO
Willow Studio,https://www.willowstudio.com,team@willowstudio.com,Retail,Durham,NC
Organic Works,https://www.organicworks.com,hello@organicworks.com,Retail,San Antonio,TX
Geo Works,https://www.geoworks.com,hello@geoworks.com,Retail,Little Rock,AR
Minted Co,https://www.mintedco.com,hello@mintedco.com,Retail,Philadelphia,PA
Willow Market,https://www.willowmarket.com,hello@willowmarket.com,Retail,Louisville,KY
Bloom House,https://www.bloomhouse.com,contact@bloomhouse.com,Retail,Colorado Springs,CO
Nordic Studio,https://www.nordicstudio.com,hello@nordicstudio.com,Retail,Birmingham,AL
Handmade Goods,https://www.handmadegoods.com,hello@handmadegoods.com,Retail,Tucson,AZ
Kind Trade,https://www.kindtrade.com,contact@kindtrade.com,Retail,Portland,OR
Handmade Box,https://www.handmadebox.com,team@handmadebox.com,Retail,Shreveport,LA
Nordic Boutique,https://www.nordicboutique.com,contact@nordicboutique.com,Retail,El Paso,TX
Clay Supply,https://www.claysupply.com,contact@claysupply.com,Retail,Denver,CO
Rustic Society,https://www.rusticsociety.com,info@rusticsociety.com,Retail,Chandler,AZ
Pure Club,https://www.pureclub.com,info@pureclub.com,Retail,Norfolk,VA
Urban House,https://www.urbanhouse.com,contact@urbanhouse.com,Retail,Shreveport,LA
Maple Co,https://www.mapleco.com,contact@mapleco.com,Retail,Atlanta,GA
Indie Co,https://www.indieco.com,hello@indieco.com,Retail,Little Rock,AR
Scout Market,https://www.scoutmarket.com,info@scoutmarket.com,Retail,Anaheim,CA
Golden Society,https://www.goldensociety.com,hello@goldensociety.com,Retail,Nashville,TN
Grove Club,https://www.groveclub.com,support@groveclub.com,Retail,Greensboro,NC
Rustic Market,https://www.rusticmarket.com,contact@rusticmarket.com,Retail,Honolulu,HI
Eco Trade,https://www.ecotrade.com,hello@ecotrade.com,Retail,Chicago,IL
Woven Box,https://www.wovenbox.com,hello@wovenbox.com,Retail,Moreno Valley,CA
Everyday Co,https://www.everydayco.com,hello@everydayco.com,Retail,Baltimore,MD
Coral Shop,https://www.coralshop.com,info@coralshop.com,Retail,Columbus,GA
Olive Trade,https://www.olivetrade.com,contact@olivetrade.com,Retail,Jersey City,NJ
Handmade Brand,https://www.handmadebrand.com,info@handmadebrand.com,Retail,Memphis,TN
Peak Place,https://www.peakplace.com,contact@peakplace.com,Retail,Phoenix,AZ
Warm Market,https://www.warmmarket.com,hello@warmmarket.com,Retail,Norfolk,VA
Elite Brand,https://www.elitebrand.com,info@elitebrand.com,Retail,Glendale,AZ
Sage Studio,https://www.sagestudio.com,contact@sagestudio.com,Retail,Little Rock,AR
Clay Brand,https://www.claybrand.com,contact@claybrand.com,Retail,Modesto,CA
Fern Finds,https://www.fernfinds.com,info@fernfinds.com,Retail,St. Paul,MN
Minted Supply,https://www.mintedsupply.com,support@mintedsupply.com,Retail,Huntington Beach,CA
River Studio,https://www.riverstudio.com,support@riverstudio.com,Retail,Baton Rouge,LA
Artisan Goods,https://www.rtisangoods.com,info@rtisangoods.com,Retail,Charlotte,NC
Juniper Brand,https://www.juniperbrand.com,info@juniperbrand.com,Retail,Minneapolis,MN
Handmade Place,https://www.handmadeplace.com,info@handmadeplace.com,Retail,Aurora,CO
Kind Wares,https://www.kindwares.com,support@kindwares.com,Retail,Chicago,IL
Warm Works,https://www.warmworks.com,team@warmworks.com,Retail,Columbus,OH
Fig Brand,https://www.figbrand.com,contact@figbrand.com,Retail,Salt Lake City,UT
Natural Society,https://www.naturalsociety.com,info@naturalsociety.com,Retail,Irvine,CA
Earthy Labs,https://www.earthylabs.com,team@earthylabs.com,Retail,Indianapolis,IN
Coral Brand,https://www.coralbrand.com,hi@coralbrand.com,Retail,Fayetteville,NC
Oak Trade,https://www.oaktrade.com,hello@oaktrade.com,Retail,Pittsburgh,PA
Warm Trade,https://www.warmtrade.com,contact@warmtrade.com,Retail,Santa Ana,CA
Minted Store,https://www.mintedstore.com,info@mintedstore.com,Retail,Glendale,CA
Artisan Co,https://www.rtisanco.com,contact@rtisanco.com,Retail,Charlotte,NC
Oak Wares,https://www.oakwares.com,hi@oakwares.com,Retail,Memphis,TN
River Collective,https://www.rivercollective.com,contact@rivercollective.com,Retail,Houston,TX
Modern Boutique,https://www.modernboutique.com,hello@modernboutique.com,Retail,Phoenix,AZ
Knot Brand,https://www.knotbrand.com,support@knotbrand.com,Retail,Atlanta,GA
Wild Brand,https://www.wildbrand.com,info@wildbrand.com,Retail,Garland,TX
Warm Works,https://www.warmworks.com,sales@warmworks.com,Retail,San Diego,CA
Simple Craft,https://www.simplecraft.com,hello@simplecraft.com,Retail,Little Rock,AR
Harbor Brand,https://www.harborbrand.com,info@harborbrand.com,Retail,Reno,NV
Harbor Store,https://www.harborstore.com,team@harborstore.com,Retail,Madison,WI
Stone House,https://www.stonehouse.com,support@stonehouse.com,Retail,Spokane,WA
Sage Boutique,https://www.sageboutique.com,sales@sageboutique.com,Retail,Nashville,TN
River Store,https://www.riverstore.com,info@riverstore.com,Retail,Lubbock,TX
Woven Club,https://www.wovenclub.com,support@wovenclub.com,Retail,Albuquerque,NM
Golden Store,https://www.goldenstore.com,hello@goldenstore.com,Retail,Las Vegas,NV
Crafted Society,https://www.craftedsociety.com,hello@craftedsociety.com,Retail,Raleigh,NC
Scout Market,https://www.scoutmarket.com,hello@scoutmarket.com,Retail,Chandler,AZ
Ember Market,https://www.embermarket.com,info@embermarket.com,Retail,Jacksonville,FL
Handmade Market,https://www.handmademarket.com,contact@handmademarket.com,Retail,Houston,TX
Ivy Collective,https://www.ivycollective.com,info@ivycollective.com,Retail,San Jose,CA
Coastal Brand,https://www.coastalbrand.com,sales@coastalbrand.com,Retail,Moreno Valley,CA
Handmade Club,https://www.handmadeclub.com,info@handmadeclub.com,Retail,Portland,OR
Crafted Studio,https://www.craftedstudio.com,hello@craftedstudio.com,Retail,Huntington Beach,CA
Daily Supply,https://www.dailysupply.com,hello@dailysupply.com,Retail,Stockton,CA
Fern Thread,https://www.fernthread.com,hi@fernthread.com,Retail,Stockton,CA
Crafted Labs,https://www.craftedlabs.com,info@craftedlabs.com,Retail,Winston-Salem,NC
Fern Trade,https://www.ferntrade.com,contact@ferntrade.com,Retail,Greensboro,NC
Forest Wares,https://www.forestwares.com,hello@forestwares.com,Retail,San Antonio,TX
Fine Collective,https://www.finecollective.com,contact@finecollective.com,Retail,Miami,FL
Soul Exchange,https://www.soulexchange.com,contact@soulexchange.com,Retail,Sacramento,CA
Everyday Box,https://www.everydaybox.com,info@everydaybox.com,Retail,Honolulu,HI
Clay Place,https://www.clayplace.com,info@clayplace.com,Retail,Santa Ana,CA
Warm Boutique,https://www.warmboutique.com,hello@warmboutique.com,Retail,Boston,MA
Geo Society,https://www.geosociety.com,hi@geosociety.com,Retail,Orlando,FL
Urban Thread,https://www.urbanthread.com,info@urbanthread.com,Retail,New York,NY
Oak Society,https://www.oaksociety.com,hello@oaksociety.com,Retail,Birmingham,AL
Rustic Brand,https://www.rusticbrand.com,hello@rusticbrand.com,Retail,Oklahoma City,OK
Moss Finds,https://www.mossfinds.com,contact@mossfinds.com,Retail,Fayetteville,NC
Dusk Thread,https://www.duskthread.com,info@duskthread.com,Retail,St. Louis,MO
Golden Wares,https://www.goldenwares.com,hello@goldenwares.com,Retail,Tucson,AZ
Grove Supply,https://www.grovesupply.com,hello@grovesupply.com,Retail,Colorado Springs,CO
Zest Labs,https://www.zestlabs.com,info@zestlabs.com,Retail,Laredo,TX
Zen House,https://www.zenhouse.com,contact@zenhouse.com,Retail,Norfolk,VA
Woven Club,https://www.wovenclub.com,hello@wovenclub.com,Retail,Fresno,CA
Zen House,https://www.zenhouse.com,sales@zenhouse.com,Retail,Garland,TX
Dusk Store,https://www.duskstore.com,hi@duskstore.com,Retail,Huntington Beach,CA
Lush Goods,https://www.lushgoods.com,hello@lushgoods.com,Retail,Garland,TX
Moss Brand,https://www.mossbrand.com,hi@mossbrand.com,Retail,Toledo,OH
Crafted House,https://www.craftedhouse.com,contact@craftedhouse.com,Retail,Des Moines,IA
River Club,https://www.riverclub.com,info@riverclub.com,Retail,Columbus,OH
Teal Wares,https://www.tealwares.com,sales@tealwares.com,Retail,Jacksonville,FL
Grove Collective,https://www.grovecollective.com,support@grovecollective.com,Retail,Louisville,KY
Zen Store,https://www.zenstore.com,info@zenstore.com,Retail,Winston-Salem,NC
True Finds,https://www.truefinds.com,info@truefinds.com,Retail,Gilbert,AZ
Bloom House,https://www.bloomhouse.com,contact@bloomhouse.com,Retail,Mesa,AZ
Happy Box,https://www.happybox.com,contact@happybox.com,Retail,Rochester,NY
Southern Goods,https://www.southerngoods.com,contact@southerngoods.com,Retail,Bakersfield,CA
Coastal Box,https://www.coastalbox.com,hello@coastalbox.com,Retail,Tampa,FL
Fine Store,https://www.finestore.com,sales@finestore.com,Retail,Fremont,CA
Eco Labs,https://www.ecolabs.com,info@ecolabs.com,Retail,Toledo,OH
Eco Shop,https://www.ecoshop.com,team@ecoshop.com,Retail,Spokane,WA
Clay Trade,https://www.claytrade.com,hi@claytrade.com,Retail,Henderson,NV
Zest Trade,https://www.zesttrade.com,hello@zesttrade.com,Retail,Raleigh,NC
Zen Box,https://www.zenbox.com,contact@zenbox.com,Retail,Lubbock,TX
Maple Exchange,https://www.mapleexchange.com,contact@mapleexchange.com,Retail,San Jose,CA
Coastal Exchange,https://www.coastalexchange.com,contact@coastalexchange.com,Retail,Philadelphia,PA
Urban Market,https://www.urbanmarket.com,contact@urbanmarket.com,Retail,Winston-Salem,NC
Pure Supply,https://www.puresupply.com,info@puresupply.com,Retail,Des Moines,IA
Simple Labs,https://www.simplelabs.com,hello@simplelabs.com,Retail,Tampa,FL
Heritage Wares,https://www.heritagewares.com,support@heritagewares.com,Retail,Chesapeake,VA
Woven Goods,https://www.wovengoods.com,contact@wovengoods.com,Retail,Spokane,WA
Wild Club,https://www.wildclub.com,hello@wildclub.com,Retail,Indianapolis,IN
Modern Exchange,https://www.modernexchange.com,contact@modernexchange.com,Retail,Riverside,CA
Eco Thread,https://www.ecothread.com,hello@ecothread.com,Retail,Hialeah,FL
Indie Shop,https://www.indieshop.com,info@indieshop.com,Retail,Cincinnati,OH
Good Shop,https://www.goodshop.com,info@goodshop.com,Retail,Des Moines,IA
Willow Finds,https://www.willowfinds.com,sales@willowfinds.com,Retail,Fresno,CA
Premium Trade,https://www.premiumtrade.com,contact@premiumtrade.com,Retail,Stockton,CA
Everyday Goods,https://www.everydaygoods.com,team@everydaygoods.com,Retail,Tucson,AZ
Geo Collective,https://www.geocollective.com,contact@geocollective.com,Retail,Denver,CO
Organic Supply,https://www.organicsupply.com,team@organicsupply.com,Retail,Huntington Beach,CA
Elite Wares,https://www.elitewares.com,contact@elitewares.com,Retail,Corpus Christi,TX
Happy Supply,https://www.happysupply.com,hello@happysupply.com,Retail,Cleveland,OH
Grove Trade,https://www.grovetrade.com,info@grovetrade.com,Retail,San Antonio,TX
Handmade Wares,https://www.handmadewares.com,contact@handmadewares.com,Retail,Hialeah,FL
Good Craft,https://www.goodcraft.com,info@goodcraft.com,Retail,New Orleans,LA
Ivy Supply,https://www.ivysupply.com,contact@ivysupply.com,Retail,Glendale,AZ
Stone Store,https://www.stonestore.com,hi@stonestore.com,Retail,Des Moines,IA
Fern Boutique,https://www.fernboutique.com,hello@fernboutique.com,Retail,Yonkers,NY
Nordic Works,https://www.nordicworks.com,support@nordicworks.com,Retail,Greensboro,NC
Harbor Wares,https://www.harborwares.com,hello@harborwares.com,Retail,Dallas,TX
Daily Craft,https://www.dailycraft.com,contact@dailycraft.com,Retail,Huntington Beach,CA
Urban Market,https://www.urbanmarket.com,team@urbanmarket.com,Retail,Gilbert,AZ
Natural Craft,https://www.naturalcraft.com,hello@naturalcraft.com,Retail,Minneapolis,MN
Simple Store,https://www.simplestore.com,info@simplestore.com,Retail,Hialeah,FL
Premium House,https://www.premiumhouse.com,info@premiumhouse.com,Retail,Winston-Salem,NC
Natural Trade,https://www.naturaltrade.com,hello@naturaltrade.com,Retail,Lexington,KY
Happy Club,https://www.happyclub.com,hello@happyclub.com,Retail,Fort Worth,TX
Cedar Box,https://www.cedarbox.com,sales@cedarbox.com,Retail,San Bernardino,CA
Crafted Collective,https://www.craftedcollective.com,info@craftedcollective.com,Retail,Philadelphia,PA
Maple Craft,https://www.maplecraft.com,hi@maplecraft.com,Retail,Portland,OR
Pine Goods,https://www.pinegoods.com,contact@pinegoods.com,Retail,Fresno,CA
Earthy House,https://www.earthyhouse.com,team@earthyhouse.com,Retail,Glendale,AZ
Sage Brand,https://www.sagebrand.com,contact@sagebrand.com,Retail,Birmingham,AL
Zest Society,https://www.zestsociety.com,contact@zestsociety.com,Retail,Modesto,CA
Everyday Supply,https://www.everydaysupply.com,support@everydaysupply.com,Retail,Anchorage,AK
Geo Store,https://www.geostore.com,sales@geostore.com,Retail,Rochester,NY
Terra Thread,https://www.terrathread.com,hello@terrathread.com,Retail,Rochester,NY
Urban Market,https://www.urbanmarket.com,hi@urbanmarket.com,Retail,Sacramento,CA
Kind Trade,https://www.kindtrade.com,info@kindtrade.com,Retail,Seattle,WA
Root Box,https://www.rootbox.com,team@rootbox.com,Retail,New York,NY
